id,text
668,everybody on Sesame Street's getting ready to practice
669,Alex where's the little man what's he doin over there
670,here's your blue_a blue_a blue_a blue_a blue_a blue_a blue_a blue_a blue_a blue_a
671,auntie xxx you think it's her again I don't
672,how bout a black we'll make a black on the molding
673,you can just put 'em in the bag if you want
674,Zoe's mommy and daddy made her a nice lunch after her busy day
675,poor little Elmo he didn't do anything to you
676,what do you want a whole bunch of little ones
677,you have_to turn that one honey turn it around this way
678,Mommy's gonna go fix the beep beep beep
679,what do you want me to make little ones like this
680,that is a this is a mixed up color
681,you're gettin good with your shapes Alex I'm proud of you
682,I know you don't want to listen to Gigi's phone go beep beep beep
683,it's called stars and stripes it's red white and blue all in the same crayon
684,this is what you'll need you'll need these
685,polar bear goes over here see here's the polar bear here's the polar bear you put him in there
686,but I don't know where you put the two
687,you have_to count them see look this is how you play this one
688,let's push all this other stuff out of the way
689,no don't eat it it has egg in it
690,okay what are we gonna do which one
691,was there something in there I dunno whatd you find
692,in a chair or on the on the purple chair I left some magazines out there too but she's sewing so I you probably won't be too comfortable on the couch
693,well it's an o that's right it is an o but it's a circle
694,yeah then we're gonna go for a walk
695,the other half's in the car that doesn't do us very much good
696,oh would you like me to fix if for you
697,waimit over here lookit lookit here it is
698,okay look do it this way honey okay you got it
699,oh no no you are not in the way at all I forgot all about that
700,oh well it's gonna be quite some time
701,alright which color would you like white orange or blue
702,the other day he picked up and he was goin' o
703,he goes over here but I guess he doesn't make a sound he goes over here
704,Alex you can't eat this honey because you could get very sick
705,o o he was sayin' it to me
706,lemme see if I can find he rolling pin
707,it's been M_I_A for a little bit
708,oh this is the best kind of Playdoh when it's brand new
709,oh no I don't cuz you ripped out the
710,I that's what I said to him right when he came down the stairs
711,remember what happened when Mommy let you lick the spoon for the brownies
712,would you like a drink are you thirsty
713,okay well take 'em out of there you have_to go this way look
714,what would you like me to fix it for you
715,I'll fix it and then you can do shapes
716,see I don't know what their the names are
717,come over here where's your play where's your play dough
718,alright but we have_to put the Play_Doh away or else it'll be ruined
719,you have_to pick up your cards and pick up your tractor
720,I think she said she's gonna look for one
721,and we have_to pick up these cards 'cause it's a very large mess you've made as usual
722,you go doo doo doo doo doo doo doo press the button
723,lemme lemme make it a little bit better
724,you can get down but you can't bring your crayons those are the rules
725,it's no big deal it really isn't
726,he's gonna probably wanna spend more time with you than me
727,oh try not to rip too many more pages out cause that poor book's had it
728,turn turn it just turn it some more it's alright don't get aggravated just turn
729,no just leave that on for a few more minutes okay
730,oh your train set's in here that's nice
731,no I have_to stick to these rules Alex because you'll
732,put the elephant in his little spot so he can see he has peanuts
733,I can't find a w did you find one
734,when the floods swept the earth the animals were safe on the ark
735,and I'll get the play+dough would you like a green play+dough and pink play+dough today two play+doughs
736,yep Mommy's pretty smart I know where everything is
737,now would you like to wash one of these cars
738,I don't want to take any chances in Gigi's new kitchen
